compound_name,clinical_phase,mechanism_of_action,cf_max_score,cf_avg_score,cf_top_pose,docking_max_score,docking_avg_score,docking_top_pose,safety_Aurora kinase A,safety_Bile Salt Export Pump model 2,safety_Caspase 3,safety_Cathepsin L1,safety_hERG_pIC50,safety_KCNA5,safety_Muscarinic acetylcholine receptor M1,safety_Muscarinic acetylcholine receptor M3,hERG_pIC50,KCNA5,pk_Human microsomal clearance model 2,chem_a_acc,chem_a_don,chem_chi0,chem_chi1,chem_chi0_c,chem_chi1_c,chem_kier1,chem_lip_acc,chem_npr1,chem_peoe_pcplus,chem_peoe_vsaplus0,chem_peoe_vsaplus2,chem_peoe_vsaplus4,chem_peoe_vsaplus6,chem_peoe_vsaminus1,chem_peoe_vsaminus3,chem_peoe_vsaminus5,chem_pmi,chem_pmi2,chem_pmix,chem_pmiz,chem_slogp,chem_slogp_vsa1,chem_slogp_vsa3,chem_slogp_vsa5,chem_slogp_vsa7,chem_slogp_vsa9,chem_smr_vsa0,chem_smr_vsa2,chem_smr_vsa4,chem_smr_vsa6,chem_tpsa,cv_safety_score,high_potential
beta-CCB,Launched,benzodiazepine receptor ligand,7.64,6.301,4.45,-5.3,-5.609999999999999,-5.9,5.88,3.93,4.42,4.57,4.91,5.24,7.44,6.64,4.91,5.24,1.46,2.0,1.0,13.95,9.79,10.83,6.58,14.92,4.0,0.15,1.55,40.97,6.7,0.0,14.71,64.21,0.0,13.57,4247.06,3672.2,3628.55,43.37,3.67,24.53,20.93,0.0,114.86,33.33,34.86,16.79,9.43,28.67,54.98,5.075,0
TAS-103,Phase 1,topoisomerase inhibitor,5.74,4.629,4.31,-5.3,-5.409999999999999,-5.8,4.76,3.5,4.94,5.18,5.19,5.54,6.19,6.04,5.19,5.54,1.1,2.0,2.0,17.55,12.06,13.56,7.62,18.37,5.0,0.5,2.73,34.11,17.24,0.0,8.62,49.02,0.0,27.27,4589.24,2622.67,2395.97,226.0,0.21,11.38,36.88,77.25,126.69,0.0,50.85,36.02,3.19,48.25,62.64,5.365,0
acamprosate,Launched,glutamate receptor antagonist,5.43,4.8740000000000006,5.24,-3.8,-3.979999999999999,-4.1,5.03,3.64,3.77,3.17,5.47,5.06,4.48,3.99,5.47,5.06,0.62,1.0,1.0,8.91,4.92,3.7,1.58,11.0,5.0,0.13,1.2,61.8,8.53,12.95,0.0,0.0,11.51,13.57,1417.97,1314.76,1238.7,76.07,-0.94,77.52,35.67,0.0,0.0,33.33,96.12,18.01,0.0,40.93,80.31,5.265,0
AMI-1,Preclinical,protein arginine N-methyltransferase inhibitor,7.01,6.172,6.37,-2.5,-3.46,-4.2,5.57,3.11,4.15,4.03,4.44,4.99,5.01,5.64,4.44,4.99,0.96,3.0,4.0,24.84,15.81,13.42,8.87,27.05,11.0,0.16,2.84,42.33,0.0,20.65,17.44,0.0,0.0,0.0,18141.76,16007.15,15341.66,665.49,2.86,185.37,0.0,3.1,186.72,39.86,168.38,3.1,51.83,4.83,184.01,4.715,0
cinromide,Phase 3,,6.44,4.9399999999999995,5.1,-4.6,-4.7700000000000005,-5.0,3.96,3.97,4.36,5.24,5.24,5.96,5.11,5.18,5.24,5.96,1.19,1.0,1.0,10.39,6.72,7.68,4.66,12.07,2.0,0.16,1.0,49.03,0.0,12.95,0.0,68.13,0.0,13.57,3503.79,2940.5,2812.81,4.03,2.6,5.26,18.44,3.06,88.22,79.28,23.86,21.07,0.0,41.34,29.1,5.6,0
amylene-hydrate,Preclinical,local anesthetic,5.59,4.180000000000001,3.83,-2.8,-2.8600000000000003,-3.1,4.97,3.17,4.52,2.57,3.69,6.47,4.78,3.44,3.69,6.47,0.6,1.0,1.0,5.21,2.56,4.21,2.06,6.0,1.0,0.55,0.55,46.92,0.0,10.32,0.0,18.75,0.0,0.0,255.0,198.16,144.29,53.87,1.17,0.0,0.0,0.0,0.0,99.98,0.0,0.0,0.0,0.0,20.23,5.08,0
tribenoside,Launched,anti-inflammatory agent  capillary stabilizing agent,7.36,5.468999999999999,7.04,-4.7,-4.7700000000000005,-4.9,5.5,4.55,4.03,4.82,4.89,6.22,6.08,6.91,4.89,6.22,1.06,6.0,1.0,24.3,17.24,19.76,12.12,28.02,6.0,0.57,3.18,27.75,19.62,10.32,0.0,183.82,0.0,0.0,9350.82,5931.05,4694.02,1237.26,5.3,0.0,41.85,0.0,264.65,96.1,55.0,0.0,0.0,41.85,66.38,5.555,0
isofloxythepin,Phase 2,dopamine receptor antagonist,7.63,6.427,7.41,-5.5,-5.9399999999999995,-6.6,5.83,4.33,4.85,5.76,5.75,5.92,5.57,6.35,5.75,5.92,1.26,2.0,1.0,19.67,13.55,15.81,9.07,21.24,3.0,0.46,2.79,93.35,22.21,10.32,8.62,94.02,0.0,0.0,6921.79,4484.51,3983.65,500.86,2.99,3.12,113.12,21.97,105.86,113.83,3.12,12.22,0.0,113.12,27.91,5.835,0
pentylenetetrazol,Withdrawn,GABA receptor antagonist,5.7,4.928,4.3,-3.9,-4.029999999999999,-4.4,5.02,3.2,4.87,3.95,4.47,6.1,5.77,4.97,4.47,6.1,0.94,3.0,0.0,6.81,4.97,4.11,2.41,6.69,4.0,0.38,0.54,56.02,0.0,0.0,0.0,8.7,0.0,0.0,562.98,392.21,362.17,30.03,0.67,51.52,0.0,18.87,0.0,18.44,0.0,0.0,0.0,0.0,43.6,5.285,0
NI-57,Preclinical,bromodomain inhibitor,6.9,6.147,6.05,-6.0,-6.279999999999999,-6.6,5.12,4.74,4.4,4.97,4.77,5.48,5.1,5.31,4.77,5.48,0.97,2.0,0.0,19.77,12.76,13.28,7.07,21.7,7.0,0.38,1.87,88.29,0.0,0.0,0.0,31.21,27.85,21.64,5953.92,4501.84,3918.75,572.23,3.34,53.43,47.66,73.02,122.26,44.08,72.03,21.08,5.51,22.9,87.47,5.125,0
dimesna,Phase 3,tubulin polymerization inhibitor,6.98,6.279,6.98,-3.8,-3.849999999999999,-4.0,5.02,3.67,3.42,3.18,5.46,5.2,4.56,4.22,5.46,5.2,0.54,0.0,0.0,11.24,6.21,2.83,1.0,14.0,6.0,0.19,1.31,17.06,17.06,0.0,0.0,43.47,23.03,0.0,3348.77,2860.99,2741.12,119.86,-0.54,144.52,68.93,0.0,0.0,60.36,144.52,0.0,0.0,68.93,102.42,5.33,0
KR-33494,Preclinical,cell death inhibitor,8.03,6.681,6.28,-5.6,-5.840000000000001,-6.1,5.66,4.63,4.65,5.06,4.93,6.01,6.72,6.23,4.93,6.01,1.44,2.0,1.0,19.93,13.51,13.23,7.84,22.68,6.0,0.22,1.83,53.44,6.7,12.95,0.0,104.9,9.42,13.57,14455.64,11585.72,11053.15,199.08,3.25,43.17,17.23,23.47,176.0,99.37,90.41,4.61,20.77,23.96,87.05,5.47,0
fdcyd,Phase 2,DNA methyltransferase inhibitor,5.68,3.9739999999999993,5.56,-4.0,-4.2700000000000005,-4.9,5.19,3.57,5.84,4.77,5.32,5.65,6.17,6.04,5.32,5.65,0.34,5.0,3.0,12.58,8.02,5.59,2.3,13.43,7.0,0.29,2.4,17.23,14.3,20.65,17.44,0.0,5.68,0.0,2269.42,1694.91,1636.24,58.04,-0.94,10.28,20.93,25.91,17.21,38.82,34.86,0.0,32.9,28.08,108.38,5.485,0
bromperidol,Launched,dopamine receptor antagonist,6.65,5.307,6.44,-5.9,-6.1,-6.3,6.39,4.08,4.51,4.72,5.93,5.41,5.11,6.28,5.93,5.41,1.14,2.0,1.0,18.57,12.46,13.99,9.0,20.73,3.0,0.05,2.64,73.39,9.02,10.32,8.62,68.13,0.0,13.57,13835.91,13448.15,13201.27,241.19,3.43,5.69,55.32,3.06,141.15,60.91,26.99,12.18,0.0,61.01,41.74,5.67,0
aminohydroxybutyric-acid,Launched,,4.78,3.853,2.8,-3.6,-3.890000000000001,-4.2,4.38,3.63,4.55,3.65,5.28,4.9,4.34,5.37,5.28,4.9,0.59,1.0,1.0,6.57,3.66,2.57,1.22,8.0,4.0,0.64,1.84,31.94,18.1,10.32,25.86,0.0,0.0,0.0,366.31,244.81,176.55,68.24,-3.27,1.46,18.44,0.0,0.0,0.0,66.55,32.9,0.0,19.9,88.0,5.09,0
WIKI4,Preclinical,tankyrase inhibitor  WNT pathway inhibitor,7.39,6.595000000000001,6.23,-6.1,-6.210000000000001,-6.3,6.08,4.72,5.12,4.52,4.94,6.79,5.37,5.25,4.94,6.79,1.7,6.0,0.0,26.06,18.65,19.37,11.08,28.14,8.0,0.22,2.59,116.79,0.0,0.0,0.0,68.78,0.0,32.82,14651.54,12774.35,11637.39,1138.67,5.27,65.65,35.67,36.08,259.56,37.46,47.72,0.69,13.42,46.19,90.21,5.865,0
WP1066,Phase 1,STAT inhibitor,7.32,6.81,7.15,-5.4,-5.5,-5.6,5.6,4.56,4.46,5.8,5.11,6.04,5.21,5.91,5.11,6.04,1.21,3.0,1.0,15.95,10.6,11.54,7.1,18.34,4.0,0.23,1.57,12.8,29.25,0.0,0.0,73.53,17.74,13.57,6605.17,5526.16,4947.53,345.74,3.72,22.04,47.66,5.81,141.15,79.28,23.86,20.64,0.0,22.9,65.78,5.575,0
procysteine,Phase 3,glutathione synthase stimulant,5.77,4.677,5.0,-3.7,-3.8600000000000008,-4.1,3.71,3.66,4.9,5.0,5.2,5.09,5.36,5.82,5.2,5.09,1.18,1.0,1.0,6.85,4.2,2.44,0.74,7.11,4.0,0.27,0.76,19.21,0.0,0.0,0.0,19.76,0.0,13.57,659.08,519.58,484.87,31.22,-1.44,5.09,17.23,0.0,0.0,56.08,90.41,18.01,0.0,22.32,69.23,5.145,0
mebrofenin,Launched,,7.5,6.258,6.32,-5.5,-5.7700000000000005,-6.2,4.97,3.53,4.74,4.98,4.89,4.67,6.18,5.86,4.89,4.67,0.91,1.0,1.0,17.73,10.61,10.45,5.11,21.04,7.0,0.19,2.38,47.34,34.92,0.0,8.62,12.25,0.0,13.57,6564.08,5470.02,5207.46,144.58,-2.3,26.2,55.32,3.06,17.64,148.69,160.08,3.06,20.77,63.51,113.8,4.779999999999999,0
CP-105,Preclinical,leukotriene receptor antagonist,6.04,5.377999999999999,5.84,-5.4,-5.52,-5.7,6.43,4.5,4.98,5.06,4.69,6.11,5.83,7.56,4.69,6.11,1.53,2.0,1.0,22.13,15.57,18.42,12.93,23.73,4.0,0.13,1.8,49.13,0.0,10.32,0.0,152.21,0.0,0.0,12976.32,11790.87,11378.58,412.17,4.3,1.46,20.93,18.87,218.09,5.24,66.55,4.41,6.37,22.39,69.59,5.4,0
etifoxine,Launched,GABA receptor modulator,6.19,5.5649999999999995,5.83,-5.7,-5.890000000000001,-6.1,5.76,4.39,4.04,4.76,4.93,6.23,6.32,6.09,4.93,6.23,1.1,1.0,1.0,14.87,10.13,11.75,7.07,15.88,3.0,0.46,1.43,54.04,0.0,17.44,0.0,90.86,0.0,2.5,3583.64,2274.38,1920.04,234.28,4.54,4.39,18.44,16.79,141.15,108.56,11.0,18.01,2.76,22.83,33.62,5.58,0
SC-9,Preclinical,protein tyrosine kinase activator,7.29,5.894,5.95,-4.7,-4.82,-5.2,6.48,4.51,4.67,4.4,5.41,5.44,5.69,6.19,5.41,5.44,1.42,2.0,1.0,19.11,13.08,14.91,10.36,21.7,3.0,0.22,1.59,88.89,0.0,0.0,0.0,153.73,2.53,0.0,8449.15,7290.14,6728.94,557.14,5.57,48.17,18.44,20.42,199.22,39.15,48.17,17.96,5.15,18.44,46.17,5.425000000000001,0
SB-590885,Preclinical,RAF inhibitor,5.95,5.049999999999999,5.57,-4.8,-4.93,-5.1,4.91,4.12,4.82,4.18,4.94,6.0,6.18,6.51,4.94,6.0,1.29,5.0,3.0,23.49,16.62,18.38,10.4,25.64,7.0,0.17,3.76,68.09,39.33,0.0,17.24,12.25,0.0,11.02,14652.26,12459.77,12215.8,244.01,1.64,36.33,66.2,84.66,210.62,5.24,22.06,43.62,17.4,42.12,86.28,5.470000000000001,0
Y-27632,Preclinical,rho associated kinase inhibitor,5.97,5.492,5.97,-5.5,-5.62,-5.7,4.77,3.44,5.27,4.6,4.88,5.66,5.83,7.12,4.88,5.66,0.44,2.0,1.0,12.96,8.66,9.54,5.69,14.41,4.0,0.08,2.44,95.64,0.0,12.95,25.86,0.0,0.0,19.25,3922.67,3712.58,3603.22,158.81,1.46,40.06,0.0,0.0,69.72,36.08,23.86,41.72,20.77,5.26,69.63,5.27,0
CPI-203,Preclinical,bromodomain inhibitor,7.12,5.38,4.4,-5.6,-5.890000000000001,-6.7,5.12,4.4,5.05,4.99,4.99,6.4,6.66,6.1,4.99,6.4,0.76,3.0,1.0,19.29,12.86,12.89,7.18,20.28,6.0,0.46,2.92,62.32,15.46,33.99,8.62,33.77,0.0,13.57,5926.19,3877.56,3363.34,475.08,1.85,43.24,0.0,0.0,71.5,170.4,40.65,0.0,33.83,8.02,87.77,5.695,0
EXO-1,Preclinical,ARF inhibitor,7.6,5.961,6.81,-5.5,-5.619999999999999,-5.8,4.88,3.88,4.31,5.01,4.92,5.59,5.97,5.77,4.92,5.59,1.61,2.0,1.0,14.54,9.61,10.12,5.95,16.37,4.0,0.24,1.72,27.21,9.02,0.0,0.0,24.51,0.0,27.13,3693.22,2858.46,2817.05,41.24,2.86,31.01,0.0,35.38,141.15,17.72,58.72,9.12,20.77,13.0,55.4,5.255,0
bucetin,Withdrawn,analgesic agent,,,,,,,5.79,3.46,4.58,3.61,4.77,5.67,4.95,5.55,4.77,5.67,1.04,3.0,2.0,11.97,7.61,8.55,4.73,14.06,4.0,0.11,1.55,40.82,0.0,23.27,0.0,0.0,0.0,13.57,2958.2,2727.88,2649.39,78.44,1.79,23.27,20.93,0.0,70.57,74.65,23.86,0.0,20.77,26.19,58.56,5.22,0
geranyl-farnesylacetate,Phase 2,mucin production enhancer,8.18,7.397000000000001,7.62,-4.5,-4.720000000000001,-5.0,4.97,4.35,4.07,4.42,5.09,5.62,6.47,6.97,5.09,5.62,1.45,1.0,0.0,22.07,13.7,20.36,12.22,29.0,2.0,0.16,1.87,166.52,0.0,0.0,0.0,72.32,0.0,13.57,14384.83,12381.15,12079.78,301.28,8.42,7.75,20.93,15.93,88.22,233.28,34.86,0.0,0.0,28.67,26.3,5.355,0
budesonide,Launched,glucocorticoid receptor agonist,6.16,4.978999999999999,5.19,-4.8,-5.039999999999999,-5.3,6.87,4.06,4.35,5.42,4.11,6.39,6.58,6.75,4.11,6.39,1.43,6.0,2.0,22.18,14.71,16.77,10.69,22.78,6.0,0.29,2.59,102.37,14.95,20.65,0.0,79.41,0.0,27.13,7187.29,6093.81,5312.06,781.93,2.72,11.38,20.93,3.19,52.93,99.98,69.72,13.23,0.0,32.3,93.06,5.25,0
epirizole,Launched,cyclooxygenase inhibitor,6.31,5.46,6.31,-4.9,-5.16,-5.6,5.91,3.18,4.7,4.16,4.84,6.46,5.9,4.82,4.84,6.46,1.24,3.0,0.0,12.41,8.13,8.3,2.79,13.43,6.0,0.42,1.45,106.8,0.0,0.0,0.0,0.0,15.1,0.0,2232.21,1740.88,1427.12,313.49,1.3,52.01,0.0,70.77,37.19,76.28,0.0,0.0,1.9,0.0,62.06,5.65,0
kifunensine,Phase 1,mannosidase inhibitor,4.85,3.5789999999999997,3.56,-3.9,-4.130000000000001,-4.7,4.88,3.59,5.78,5.14,5.3,6.01,6.24,5.64,5.3,6.01,0.51,6.0,5.0,12.03,7.49,4.75,2.07,12.46,8.0,0.6,2.71,0.0,22.35,41.3,25.9,0.0,0.0,27.13,1500.28,948.47,727.36,220.83,-4.27,13.64,20.93,0.0,0.0,0.0,47.72,18.01,0.0,31.44,130.33,5.654999999999999,0
proglumide,Withdrawn,CCK receptor antagonist,6.65,5.999,5.88,-4.9,-4.9799999999999995,-5.1,4.41,3.71,4.23,5.26,4.17,5.9,5.27,5.23,4.17,5.9,1.12,2.0,1.0,17.95,11.49,12.66,7.21,22.04,6.0,0.41,1.84,120.08,3.15,12.95,0.0,74.26,0.0,27.13,5243.66,4009.43,3371.79,637.49,0.96,15.11,36.88,0.0,88.22,66.65,114.27,18.01,0.0,48.86,89.54,5.035,0
thiodiglycol,Preclinical,,5.7,4.485000000000001,5.23,-3.3,-3.31,-3.4,3.96,3.7,2.94,4.56,4.1,4.96,5.39,5.38,4.1,4.96,1.08,2.0,2.0,5.54,3.41,2.83,1.0,7.0,2.0,0.18,0.94,38.42,0.0,20.65,0.0,0.0,19.76,0.0,618.76,553.49,512.92,42.6,-0.3,0.0,76.32,0.0,0.0,32.22,0.0,0.0,0.0,76.32,40.46,4.529999999999999,0
hydralazine,Launched,vasodilator,5.99,4.661,1.64,-4.9,-5.17,-5.7,5.7,3.28,4.17,4.4,5.12,5.97,6.15,5.47,5.12,5.97,0.66,3.0,2.0,8.39,5.92,5.27,3.39,8.59,4.0,0.31,0.99,4.42,25.86,0.0,0.0,49.02,9.42,10.39,924.17,637.01,635.36,1.24,0.92,51.21,0.0,0.0,92.93,2.33,0.0,0.0,58.14,0.0,63.83,5.545,0
imidapril,Launched,angiotensin converting enzyme inhibitor,4.98,3.839,4.63,-4.6,-4.710000000000001,-4.8,4.21,3.68,5.26,5.09,4.19,6.22,5.71,6.1,4.19,6.22,1.65,4.0,1.0,21.55,13.76,13.98,6.83,25.26,9.0,0.42,2.54,91.88,8.62,12.95,17.44,61.27,0.0,27.27,7420.41,5206.59,4545.73,655.68,-0.46,25.55,39.37,51.77,88.22,90.51,149.13,18.01,0.0,58.66,119.08,5.205,0
bretazenil,Phase 2,GABA benzodiazepine site receptor partial agonist,6.16,4.587000000000001,5.34,-5.1,-5.17,-5.3,5.6,4.75,5.53,3.3,4.8,6.4,5.79,5.39,4.8,6.4,1.9,3.0,0.0,18.64,12.28,13.07,6.72,19.32,6.0,0.24,2.05,79.43,25.5,0.0,14.71,12.25,0.0,27.13,6192.85,5165.39,4702.73,396.9,3.98,34.81,18.44,3.06,72.47,145.93,58.72,3.06,2.76,31.44,64.43,5.6,0
AV-608,Phase 2,tachykinin antagonist,6.78,5.583,6.27,-6.1,-6.25,-7.0,5.15,4.8,4.66,7.55,5.58,5.93,5.7,5.84,5.58,5.93,1.21,3.0,1.0,30.94,20.29,19.95,12.76,34.34,5.0,0.28,3.19,81.5,0.0,0.0,18.09,90.86,71.45,32.82,17515.41,14265.76,13029.31,1231.16,8.19,30.43,18.44,18.87,233.65,128.91,47.72,33.53,4.72,28.96,62.3,5.755,0
JK-184,Preclinical,hedgehog pathway inhibitor,7.12,6.257,7.12,-5.0,-5.39,-5.9,6.45,4.09,4.55,5.2,5.88,6.3,6.23,5.85,5.88,6.3,1.5,2.0,1.0,17.23,12.24,13.11,6.9,18.37,5.0,0.1,2.61,63.29,26.28,0.0,8.62,26.49,0.0,0.14,7999.02,7289.38,7209.09,80.25,4.37,36.7,20.93,0.0,127.19,106.43,16.79,0.0,26.78,55.78,53.22,6.09,0
diosmin,Launched,aryl hydrocarbon receptor agonist  capillary stabilizing agent,6.2,5.307,6.2,-5.9,-6.09,-6.4,6.03,3.59,4.12,4.96,4.5,6.07,6.14,6.6,4.5,6.07,0.88,13.0,7.0,31.16,20.39,17.92,9.9,34.34,15.0,0.31,5.08,54.47,51.25,72.27,0.0,0.0,0.0,13.57,21239.94,15739.62,14946.61,793.76,-0.81,5.69,20.93,35.38,111.1,54.3,99.55,0.0,5.24,26.61,237.12,5.285,0
castanospermine,Phase 2,glucosidase inhibitor,5.38,3.2410000000000005,3.86,-3.8,-4.0,-4.2,5.13,3.55,4.22,4.74,5.22,6.04,5.84,5.13,5.22,6.04,0.15,5.0,4.0,9.59,6.11,5.01,2.65,9.55,5.0,0.38,1.86,51.98,9.81,41.3,0.0,0.0,0.0,0.0,1137.93,767.34,724.84,41.89,-2.48,3.12,36.88,0.0,0.0,0.0,0.0,0.0,0.0,36.88,84.16,5.63,0
cyt387,Phase 3,JAK inhibitor,6.5,0.65,6.5,8.4,0.8400000000000001,8.4,7.21,4.17,4.88,5.58,4.83,5.4,5.41,5.25,4.83,5.4,1.76,5.0,2.0,21.47,15.22,15.36,8.34,24.13,8.0,0.07,2.51,78.01,21.81,15.68,0.0,24.51,17.74,13.57,16244.93,15189.18,15078.57,110.54,2.98,56.84,144.83,0.0,181.95,7.41,34.86,21.14,31.37,102.43,103.17,5.115,0
ceftobiprole,Phase 3,antiinfective drug,6.07,4.889,5.93,-5.0,-5.220000000000001,-5.5,5.43,3.57,5.33,5.45,4.65,5.82,5.6,5.93,4.65,5.82,1.32,7.0,2.0,25.56,17.29,12.46,5.78,27.56,14.0,0.25,4.4,68.9,25.51,3.15,17.24,0.0,0.0,55.43,12344.19,10033.29,9418.32,612.41,-3.08,55.25,96.65,28.95,17.64,63.77,138.13,42.11,0.5,89.79,207.69,5.235,0
dibekacin,Launched,bacterial 30S ribosomal subunit inhibitor,5.63,4.95,4.83,-4.3,-4.3999999999999995,-4.5,5.41,3.6,4.52,5.3,4.03,5.94,6.2,6.23,4.03,5.94,0.49,8.0,4.0,22.87,14.67,11.04,5.95,25.62,13.0,0.24,9.69,34.29,63.74,52.45,129.29,0.0,0.0,0.0,9029.6,7801.11,7041.9,760.56,-8.85,0.0,39.37,0.0,0.0,0.0,44.0,164.49,0.0,39.37,256.04,4.985,0
AST-1306,Phase 1,EGFR inhibitor,7.35,6.645999999999999,6.92,-6.0,-6.14,-6.3,6.19,4.71,4.05,5.41,5.6,5.67,6.37,6.22,5.6,5.67,1.49,4.0,2.0,22.5,15.51,15.97,9.42,25.1,6.0,0.45,2.38,15.61,54.33,12.95,0.0,76.39,0.0,13.57,8286.67,6270.19,5090.75,1188.1,6.14,74.85,0.0,0.0,215.58,120.22,23.86,9.12,48.58,5.26,76.14,5.635,0
indisulam,Phase 2,CDK inhibitor,7.67,6.26,6.12,-6.2,-6.4799999999999995,-6.8,6.89,3.79,3.83,4.66,4.51,5.71,5.45,5.38,4.51,5.71,0.85,2.0,2.0,17.54,11.18,9.12,5.86,18.78,7.0,0.09,1.73,77.51,0.0,0.0,0.0,73.05,19.15,8.08,8272.29,7754.03,7564.67,183.45,2.86,96.34,0.0,3.1,161.84,41.91,96.34,36.29,38.77,0.0,110.09,5.109999999999999,0
reboxetine,Launched,adrenergic receptor antagonist,5.06,3.596,3.52,-4.2,-4.42,-4.6,6.23,3.98,4.12,4.78,5.11,5.49,6.1,5.78,5.11,5.49,1.53,3.0,0.0,15.91,11.38,13.08,7.75,17.81,4.0,0.38,2.91,12.8,53.11,0.0,17.24,85.78,0.0,0.0,3598.05,2626.91,2337.98,288.99,2.26,0.0,78.73,0.0,158.79,43.81,11.0,0.0,0.0,78.73,44.3,5.300000000000001,0
DMeOB,Preclinical,glutamate receptor modulator,7.07,6.133,5.75,-4.5,-4.62,-4.7,4.37,3.62,4.59,5.09,4.83,6.09,5.47,5.34,4.83,6.09,0.86,4.0,0.0,14.21,9.81,11.38,6.08,16.37,4.0,0.1,1.35,50.0,0.0,0.0,0.0,49.02,18.84,0.0,6026.87,5444.01,5440.7,3.31,3.16,0.0,0.0,104.09,141.15,10.49,0.0,0.0,0.0,0.0,43.18,5.46,0
omadacycline,Launched,bacterial 30S ribosomal subunit inhibitor,6.07,5.101,5.94,-4.7,-4.94,-5.4,6.01,3.81,6.0,5.45,4.18,6.38,6.33,6.23,4.18,6.38,1.61,8.0,3.0,30.06,18.43,20.2,9.91,32.9,11.0,0.48,4.8,128.34,13.19,33.6,17.24,56.24,0.0,67.83,9617.17,7315.84,5731.01,1586.02,-0.69,31.13,18.44,150.46,17.64,126.42,119.31,20.77,35.65,46.45,174.92,5.279999999999999,0
mometasone-furoate,Launched,glucocorticoid receptor agonist,6.97,5.359,5.52,-5.1,-5.3,-5.5,6.93,4.89,5.2,5.53,5.13,6.06,6.53,6.36,5.13,6.06,1.6,4.0,1.0,25.39,16.45,17.97,11.27,26.6,6.0,0.42,2.75,85.31,4.27,10.32,14.71,70.71,0.0,43.2,8848.71,6712.23,5578.02,1146.74,4.87,19.12,19.18,12.69,108.12,178.28,92.09,13.23,0.0,38.3,93.81,5.595,0
ethyl-vanillin,Preclinical,,6.76,4.739000000000001,4.05,-4.1,-4.370000000000001,-4.7,5.31,3.4,4.6,4.59,5.01,5.76,5.44,5.63,5.01,5.76,1.12,3.0,1.0,8.97,5.77,6.27,3.58,10.08,3.0,0.43,1.13,15.0,21.18,10.32,0.0,0.0,0.0,13.57,1077.57,654.19,629.16,24.59,1.6,0.0,20.93,0.0,52.93,43.81,23.86,0.0,0.0,20.93,46.53,5.385,0
sennoside-A,Launched,glycoside agonist,6.33,4.8740000000000006,6.2,-5.3,-5.63,-5.9,5.5,3.38,5.11,5.9,3.82,6.36,6.51,6.64,3.82,6.36,0.72,16.0,11.0,44.63,29.48,25.81,16.72,48.46,20.0,0.26,6.29,11.04,39.24,113.57,0.0,61.27,6.63,13.57,28829.88,23840.63,21813.26,2027.4,-3.24,8.62,46.26,0.0,186.72,26.22,178.95,4.41,10.29,50.47,356.78,5.09,0
1E-1-,Preclinical,,7.19,6.709999999999999,6.41,-4.7,-4.88,-5.1,5.02,4.25,4.06,4.15,5.32,5.73,5.34,5.8,5.32,5.73,1.21,3.0,1.0,16.21,10.69,13.5,8.99,20.05,3.0,0.18,1.36,113.11,3.15,10.32,0.0,132.45,0.0,0.0,6679.18,5871.38,5532.62,338.38,6.52,0.0,24.1,19.82,52.93,71.9,0.0,24.1,0.0,0.0,49.66,5.525,0
cefmenoxime,Launched,bacterial cell wall synthesis inhibitor,6.08,5.515000000000001,5.71,-4.7,-5.01,-5.6,5.31,3.71,5.2,5.22,4.54,6.23,5.6,5.84,4.54,6.23,1.51,7.0,2.0,23.7,15.81,10.47,3.22,26.07,14.0,0.34,2.88,74.45,25.51,13.17,0.0,33.99,0.0,39.69,8757.16,6927.16,6088.19,849.58,-1.85,86.17,34.47,61.42,15.82,129.11,125.49,18.7,0.5,49.21,193.64,5.385,0
propylhexedrine,Launched,adrenergic receptor agonist,7.38,5.551,5.05,-3.7,-3.78,-3.9,4.69,3.24,3.65,4.77,4.3,5.54,5.51,5.41,4.3,5.54,0.72,0.0,0.0,8.1,5.33,7.4,4.21,9.09,1.0,0.28,1.66,76.95,0.0,0.0,17.24,43.51,0.0,0.0,1018.85,871.3,760.34,110.99,1.54,0.0,0.0,32.9,0.0,33.33,0.0,4.41,0.0,0.0,16.61,4.92,0
DPPE,Phase 3,histamine receptor antagonist,6.74,6.175,6.7,-4.8,-4.909999999999999,-5.1,4.5,3.88,3.48,4.68,5.52,5.79,5.7,5.94,5.52,5.79,1.68,1.0,0.0,14.92,10.31,13.63,8.18,17.36,2.0,0.12,2.27,34.12,28.14,0.0,8.62,85.78,0.0,0.0,5086.19,4717.12,4485.53,231.83,2.58,0.0,76.24,18.87,158.79,71.9,3.12,0.0,0.0,76.24,13.67,5.654999999999999,0
tinidazole,Launched,antiprotozoal agent,6.56,5.906000000000001,6.27,-4.5,-4.609999999999999,-4.8,5.15,3.59,4.59,4.09,5.0,5.82,4.98,5.52,5.0,5.82,0.79,3.0,0.0,12.34,7.37,5.98,2.19,14.06,7.0,0.34,2.31,63.09,21.33,11.19,11.19,4.03,6.51,0.0,2220.63,1692.65,1520.7,171.01,0.8,73.94,85.4,0.0,17.21,87.42,55.26,50.94,2.33,34.47,97.78,5.41,0
valpromide,Launched,epoxide hydolase inhibitor,6.09,4.859999999999999,5.33,-3.5,-3.72,-3.9,3.64,3.33,3.74,2.85,4.17,5.57,5.26,4.28,4.17,5.57,0.61,1.0,1.0,7.98,4.72,5.98,3.56,10.0,2.0,0.42,0.97,63.98,0.0,12.95,0.0,54.9,0.0,13.57,956.53,638.11,579.42,58.69,1.69,5.26,0.0,0.0,0.0,66.65,23.86,4.41,32.9,5.26,43.09,4.87,0
